user_id,num_ratings,MAE,RMSE
A12RKGY2V9EPTT,25,4.514130657296302,4.5740233785510975
A12RMAJXRPQWTY,49,3.478818771755658,3.7544205629672778
A12TB998RP690X,24,4.378109075963062,4.41356878803897
A12TCISHLKHWP0,21,3.5206208901508003,3.5983482404303584
A12TJ9TIFX7RYI,30,4.147067783357423,4.201635245246196
A12TK96VF8AHTR,20,4.885006420448229,4.894475604685729
A12UB42W3M4FTS,29,3.329115601290007,3.645502729643143
A12UJNXSHJ4QHE,41,2.503898539414824,2.6720093443160042
A12UL82C20SCG3,17,4.23984569694623,4.3942735891948725
A12VPEOEZS1KTC,26,3.934996408479895,4.067210583271733
A12W4GAKXBAW07,25,3.580603938883529,3.7225256826795086
A12WB1XDQLPYUM,60,4.372332263376687,4.413383032217362
A12X2J7AVZ04IQ,290,3.9570343854185657,4.0308947089114096
A12X996H1KATZI,17,4.580625052669669,4.607310390169227
A12XDFS1EKZEQ4,21,4.691015729985834,4.7222588055846915
A12XHO23XDM515,33,4.1922013473472015,4.308176480148979
A12XMKRQXGFW10,24,4.8928849231915095,4.908954279120996
A12XP9UTVYLJIX,18,3.394888678585909,3.7226177891461543
A12XRMMPDPUPKH,32,3.0106002568267076,3.540869091550293
A12XYDOWQA4H5B,36,4.038273068588354,4.095539272150723
A12Y1I0V4LLMCO,28,4.975875233234121,4.976056833287675
A12ZSHV9PQ2HHV,23,4.917197545760155,4.918300932848134
A12ZUXE0ASY5UE,25,4.264139672071273,4.380143613666826
A12ZX2IC8CPJB4,27,4.940607063874734,4.9409893343815146
A1309ADU9FQGWF,17,4.39034590818937,4.430133800408019
A130KZO1FFDTP8,80,4.25071612879539,4.323600688306497
A130M6ESKVN9R2,27,3.9204527654278505,4.109838372214394
A130OSPW7XJFOF,24,4.813179455711229,4.879906142474983
A130YN8T37O833,28,3.8099833518661477,4.110258170148949
A130YXZ5FZ1X0M,112,3.614972669598863,3.700962600784532
A131E9IR67XE4I,30,4.364990077628195,4.435102753202264
A132760BKTTT3I,26,4.560789774668088,4.589536695123603
A132LPZ7L7M82W,21,3.7780564798747966,4.054687828470915
A132XOLH9ZH5WZ,20,4.721098953200415,4.761189979865254
A1332UYSH5FZBI,23,3.929358768734081,3.963838878223965
A133DGN61UGFKM,20,4.809163454597636,4.821363041094156
A133DNZEG5XBOS,26,3.934207928984011,4.007528046867215
A133JP50JLSPGE,33,3.8289573066349263,3.9914826759799262
A1345VRK5MYG7,73,3.9091957094497896,3.952764965645326
A134DDVUUKTQK8,23,4.968421057441565,4.9684838116962515
A1361KPZFNNX8Y,37,4.627952529637951,4.657775992877469
A136MAOWGCU2C2,66,3.432678423997337,3.6077016590891438
A137AX2DG2D3QD,25,2.7700443877723133,2.954432936532537
A137WEXVKECX61,54,3.999650682272289,4.11713132274591
A137WYL3312W1W,36,4.3698768903918905,4.5578894160238494
A138826JMC0J3T,49,3.9101496884639513,4.01116156359935
A138B21M2L7UAH,15,4.339224554747664,4.394304652488271
A138C7PA7TQBT5,20,4.45669491272753,4.504625348688245
A13910TC3NZ6LE,28,3.883438175742906,4.069256448678771
A139DAOZY53V87,66,4.13966931409191,4.210632891657484
A139TU0DN7WHEG,22,3.4497130240881044,3.888617176986039
A139ZF7CJVVTJU,119,2.767789262881677,2.959995749136255
A13A8J2YDR90OE,21,3.9955638518111143,4.2920293416811
A13AHJU9GP4ZVG,19,4.05782576149547,4.209226522824158
A13BLSXL78EMRX,30,3.9037559754392612,4.040872359167493
A13C6NTJ3HO0FX,59,3.8296354922030167,3.8535239893622064
A13C7E9Y5ZM8UP,32,4.269191793070281,4.36639792349418
A13CF33M05971O,26,4.510213796089306,4.570224918559966
A13CUN71MF1C7D,18,4.4006511677196665,4.5151890282686535
A13CV9DJJJYEO7,20,4.82752860336191,4.833881509860778
A13D4E28S63SYF,32,3.019066466892746,3.4197193450644434
A13DQTXG02HZC1,90,3.1288326084292817,3.1961186560635686
A13E0ARAXI6KJW,325,2.8567685043185826,3.018281565326959
A13ED7JLVRI8A2,26,4.956663726857789,4.956725146389446
A13ELKMRKFXSJU,17,4.7627874622550666,4.78919664337908
A13EOUDBGILX9J,18,3.4577449900839223,3.6511463068107313
A13EUSV15UDAUG,21,3.501234671729983,3.6130463750129747
A13F2IV3ME23R,47,4.444065979441441,4.511697381136233
A13FBTZ8SO8T3D,33,2.8391029404887456,3.188450632315247
A13FV9RUQ38OX8,29,3.2009741704137866,3.523414203047428
A13FW19C6YCLBB,39,4.4227172309152,4.517940156592908
A13G1TKIKHGV3F,52,3.8281537717699865,4.028362727121539
A13GIOFC7F8EQY,17,4.966828011958373,4.966928857054123
A13H2JJ3GEMJN1,29,4.1865427618689885,4.251098864314884
A13H7Q4JVK6DTV,28,4.267827304920858,4.378072866494684
A13H94ACZ45D07,20,4.10543108707974,4.422004016608145
A13HO7CHB9IHP5,22,4.089845119117431,4.299634887844985
A13IJSSLR27SU,19,4.127433220563176,4.262544654000228
A13IKSGDYNBNQS,130,3.65936345958146,3.7669374221841156
A13IRQRYIA1X71,38,4.794495997716184,4.806931436951385
A13IS21RJOCHF4,54,4.473003199461666,4.587695452010002
A13J5V22IPFWNU,105,2.7990690806233953,3.0944660143892766
A13JU88JAHN72I,84,4.395375133096776,4.4659874946109674
A13K4UCCMOYFM2,22,4.761953792419203,4.767189265243865
A13KJOVUEUWV9W,15,3.8116702218126592,3.991641564915031
A13KWRJIHQGRU9,21,4.2202497966549855,4.335177890635496
A13KXWTN0DT878,57,3.939331489967392,4.047052303449344
A13KYBSXJXABMV,25,4.099704503621909,4.368721545571836
A13LK7WF9LXTPJ,22,4.011914622199514,4.111945304408296
A13LU15OCKJXM7,21,3.5462539398729254,3.936299026671389
A13MMZZ5X26YFR,19,4.39652515140788,4.4940533835829015
A13NRN13UEJIMZ,69,3.337361582352805,3.5536005343352066
A13NZZR8IA5782,16,2.900577817456041,3.223784318931162
A13OHBGI1911TN,21,4.720593992647033,4.759371462504393
A13OMT8D4GPIBV,82,4.026778572696564,4.080249358953546
A13OYPEGL3GLIV,20,4.727439789052135,4.8056245262419655
A13PIPWIT28RRO,21,4.145093508786668,4.1852168218268115
A13PPQ2GI1IJYM,317,3.68849736918954,3.8069045592664406
A13Q6DZC1WZ9K6,25,3.1164483420897837,3.431755833438027
A13QGEXCCDH3ED,19,2.822794917990594,3.2758289271199734
A13QHFSGN6HCZ0,60,4.211938882771214,4.395302914409819
A13QNGUB9IYTY4,30,4.330272061923021,4.417728354428009
A13RKCVOHY3GPN,40,3.754657309119351,3.990620635529932
A13RM1AWD1C5ZR,25,3.501640362713106,3.5484217726442213
A13S8UK2JVP52O,23,4.556821765762211,4.566210571701645
A13SPET4KPJLTX,18,4.6178629672130125,4.712530373181392
A13STKDYQO5DQ8,40,4.38689114595041,4.516671807478444
A13SV5R32D27W5,41,3.660074087944009,3.8933353982524386
A13T1KWBX98HZ8,49,4.0478606149453835,4.130053022787575
A13TN1SLS444X9,17,3.8067226806192553,3.9199913624275196
A13TO1ZFAH9SVN,64,3.7617263968555723,3.920777341875232
A13TO5TU4A68LD,68,2.9545967444376022,3.053001075665638
A13U32N45LAB08,23,4.474360861048699,4.5808653280820115
A13UAIE3K517CQ,78,2.776209722700172,2.9323744720369604
A13V1XNYJDLHJF,26,4.099105893531743,4.164498190266913
A13V8XWLF3GWS5,19,4.337474247998535,4.371336208569217
A13VFV3BF6Z0HI,29,4.972965205031523,4.973038223357582
A13VV4AYLQO3PM,21,4.294868064808576,4.411390964509343
A13W0DV4LF43K2,29,4.096163252321969,4.189726563334132
A13W7CB4AYPX2J,31,3.2526404361563355,3.5552221562226687
A13WA3SCM778LO,40,4.002952822867228,4.188246315421329
A13WBUX01Q4D35,34,3.9857537820679845,4.080146541876951
A13WK0568LZNL0,22,3.944459778105565,4.064445937623731
A13WOT3RSXKRD5,91,4.4513620336775,4.494679174647416
A13WYB85YO16QI,23,4.776201397219287,4.791152590712731
A13X19AIA4ZOY3,24,4.735224566784463,4.744631485877249
A13Y9AASBML1FT,36,4.229533719135591,4.334727398894832
A13YMKSCN5U4ML,25,4.6558709165242025,4.7120194241945805
A13YU0AU4L23AJ,18,2.7502145672004246,3.031437187725803
